"# total is calibrated WITHIN k (the normalisation caps are pair-fitted); compare rows by percentile_within_k, never a triple's total against a pair's. deduped_into names the better combination that makes the same claim with an interchangeable part; blank means this row is the family representative."
rank,k,ids,parts,usd,total,percentile_within_k,synergy,emergent_keys,new_route_keys,multiplicity_incidental_keys,shared_phenomena,shared_kinds,compensation_channels,compensation_source,compensation_doubtful,failure_independence,tau_decades,time_mode,tau_confidence,tau_lower_bound,novelty,esp32_verdict,boards_that_fit,family_signature,deduped_into,equivalent_swaps,reasoning,confound
496,2,S283|S375,Telaire T6713 I2C CO2|MAX17260 ModelGauge m5 fuel gauge,84.0,0.40933,99.394,3.0,window-open-state,,,,,S375>S283:supply-voltage@1,prose,0,1.0,1.456,separated,medium,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S282+S375,S282|S375,,"Telaire T6713 I2C CO2 + MAX17260 ModelGauge m5 fuel gauge: MAX17260 ModelGauge m5 fuel gauge measures `voltage`, which is exactly what fools Telaire T6713 I2C CO2 (supply-voltage sag, rail noise and regulator quality); together they reach `window-open-state`, which no member reaches alone; their time constants differ by 1.5 decades, scored as `separated` (a slow reference disciplining a fast channel).",Window-state inferencer: A door to a well-ventilated hallway mimics it; mechanical ventilation kicking in mimics it too. Fingerprint each room's baseline first. The correction is only as good as the co-location — MAX17260 ModelGauge m5 fuel gauge must sit in the same air/on the same surface as Telaire T6713 I2C CO2 or it is correcting a different place.
497,2,S037|S106,SCD30 NDIR CO2|ESP32 native touch pins,40,0.40928,99.392,0.75,presence-verified,,,,,S037>S106:humidity@1|S037>S106:temperature-drift@1,prose,0,0.917,4.301,separated,medium,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S037+S106,,S038+S106|S039+S106,"SCD30 NDIR CO2 + ESP32 native touch pins: SCD30 NDIR CO2 measures `humidity-relative`, which is exactly what fools ESP32 native touch pins (ambient humidity and condensation), plus 1 further correction channel(s); `presence-verified` also fire, but only because two parts happen to carry the same capability — two copies of one part would do the same, so that is discounted; their time constants differ by 4.3 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (ambient humidity and condensation), so agreement between them is NOT independent confirmation. Two-physics presence verifier: The computation counts part TYPES — it cannot check the physics differ. YOU must: two PIRs share failure causes and verify nothing; pick PIR + radar or thermal + ultrasound. Both channels must respond in seconds — CO2-based presence is minutes too slow for the coincidence window. The correction is only as good as the co-location — SCD30 NDIR CO2 must sit in the same air/on the same surface as ESP32 native touch pins or it is correcting a different place."
498,2,S018|S329,MS5611 high-res altimeter|FLIR Lepton 3.1R radiometric thermal module,186.0,0.40918,99.391,1.0,,sky-clear,,,,S329>S018:sunlight-ir@1|S329>S018:temperature-drift@1|S018>S329:temperature-drift@0.05,prose,0,0.817,4.34,separated,medium,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S016+S329,,S017+S329|S016+S329|S019+S329,"MS5611 high-res altimeter + FLIR Lepton 3.1R radiometric thermal module: FLIR Lepton 3.1R radiometric thermal module measures `temperature-remote`, which is exactly what fools MS5611 high-res altimeter (sunlight and ambient infrared), plus 2 further correction channel(s); together they open a new route to `sky-clear`; their time constants differ by 4.3 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (ambient temperature drift / temperature coefficient), so agreement between them is NOT independent confirmation. Sky thermometer cloud detector: Rain on the sensor window reads as total overcast; high thin cirrus reads half-way and fools the threshold. Angle it 10° off zenith with a rain shield. The correction is only as good as the co-location — FLIR Lepton 3.1R radiometric thermal module must sit in the same air/on the same surface as MS5611 high-res altimeter or it is correcting a different place."
499,2,S013|S014,BME280 climate combo|HDC3022 humidity + temp,13,0.40916,99.39,2.75,soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active,,humidity-relative|temperature-contact,redundant|unverified,S014>S013:humidity@1,prose,0,0.643,1.477,separated,high,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S012+S013,,S012+S013,"BME280 climate combo + HDC3022 humidity + temp: HDC3022 humidity + temp measures `dew-point`, which is exactly what fools BME280 climate combo (ambient humidity and condensation); they share `humidity-relative` through the same physics (Capacitive), which is redundancy rather than a differential pair; `soil-water-volumetric`, `thermal-time-constant`, `wet-bulb-heat-stress` also fire, but only because two parts happen to carry the same capability — two copies of one part would do the same, so that is discounted; their time constants differ by 1.5 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (ambient humidity and condensation), so agreement between them is NOT independent confirmation. Wet-bulb heat-stress meter: The wick must stay wet and ventilated; a dry wick silently converges to the dry bulb and the danger signal disappears exactly when it matters. The correction is only as good as the co-location — HDC3022 humidity + temp must sit in the same air/on the same surface as BME280 climate combo or it is correcting a different place."
500,2,S036|S259,SCD41 true CO2|Capacitive proximity switch M18,32.0,0.409,99.389,1.0,,plant-thirsty,,,,S036>S259:humidity@1|S036>S259:temperature-drift@1,prose,0,0.775,1.699,separated,medium,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S036+S259,,,"SCD41 true CO2 + Capacitive proximity switch M18: SCD41 true CO2 measures `humidity-relative`, which is exactly what fools Capacitive proximity switch M18 (ambient humidity and condensation), plus 1 further correction channel(s); together they open a new route to `plant-thirsty`; their time constants differ by 1.7 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (ambient humidity and condensation), so agreement between them is NOT independent confirmation. Temperature-corrected soil moisture: Fast rain during the calibration day corrupts the learned coefficient — pick a dry 24 h, or learn it under a cover. The correction is only as good as the co-location — SCD41 true CO2 must sit in the same air/on the same surface as Capacitive proximity switch M18 or it is correcting a different place."
501,2,S117|S142,MLX90614 forehead mode|Ultrasonic liquid (through-wall),50,0.40892,99.388,0.0,,,,,,S142>S117:target-geometry@1|S117>S142:temperature-drift@1,prose,0,1.0,0.778,separated,high,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S117+S140,,S117+S140,"MLX90614 forehead mode + Ultrasonic liquid (through-wall): Ultrasonic liquid (through-wall) measures `distance-point`, which is exactly what fools MLX90614 forehead mode (target distance, angle, size and field of view), plus 1 further correction channel(s); their time constants differ by 0.8 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — Ultrasonic liquid (through-wall) must sit in the same air/on the same surface as MLX90614 forehead mode or it is correcting a different place.
502,2,S013|S263,BME280 climate combo|4-wire PT100 RTD probe with thermowell,31.0,0.40883,99.386,2.75,soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active,,temperature-contact,differential,,,0,0.893,0.477,matched,high,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S013+S263,,,"BME280 climate combo + 4-wire PT100 RTD probe with thermowell: both read `temperature-contact` but through different physics (Silicon bandgap vs Seebeck effect/Thermoresistive), so the disagreement between them is itself the measurement; `soil-water-volumetric`, `thermal-time-constant`, `wet-bulb-heat-stress` also fire, but only because two parts happen to carry the same capability — two copies of one part would do the same, so that is discounted; their time constants differ by 0.5 decades, scored as `matched` (matched constants are what make the subtraction valid).","Both members are fooled by the same thing (self-heating of the sensor or its own board), so agreement between them is NOT independent confirmation. Wet-bulb heat-stress meter: The wick must stay wet and ventilated; a dry wick silently converges to the dry bulb and the danger signal disappears exactly when it matters."
503,2,S012|S100,SHT41 humidity + temp|Velostat pressure sheets,11,0.40867,99.379,0.0,,,,,,S012>S100:humidity@1|S012>S100:temperature-drift@1,prose,0,0.85,1.903,separated,high,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B014,S012+S100,,S014+S100,"SHT41 humidity + temp + Velostat pressure sheets: SHT41 humidity + temp measures `humidity-relative`, which is exactly what fools Velostat pressure sheets (ambient humidity and condensation), plus 1 further correction channel(s); their time constants differ by 1.9 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (ambient humidity and condensation), so agreement between them is NOT independent confirmation. The correction is only as good as the co-location — SHT41 humidity + temp must sit in the same air/on the same surface as Velostat pressure sheets or it is correcting a different place."
504,2,S014|S100,HDC3022 humidity + temp|Velostat pressure sheets,12,0.40867,99.379,0.0,,,,,,S014>S100:humidity@1|S014>S100:temperature-drift@1,prose,0,0.85,2.778,separated,high,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B014,S012+S100,S012|S100,,"HDC3022 humidity + temp + Velostat pressure sheets: HDC3022 humidity + temp measures `humidity-relative`, which is exactly what fools Velostat pressure sheets (ambient humidity and condensation), plus 1 further correction channel(s); their time constants differ by 2.8 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (ambient humidity and condensation), so agreement between them is NOT independent confirmation. The correction is only as good as the co-location — HDC3022 humidity + temp must sit in the same air/on the same surface as Velostat pressure sheets or it is correcting a different place."
505,2,S075|S306,BNO086 high-perf fusion IMU|ICM-42688-P low-noise IMU,32.0,0.40867,99.379,0.0,,,,acceleration|angular-rate,incidental|unverified,S306>S075:vibration-shock@1|S075>S306:vibration-shock@1,prose,0,0.625,2.477,separated,high,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S074+S306,,S074+S306,"BNO086 high-perf fusion IMU + ICM-42688-P low-noise IMU: ICM-42688-P low-noise IMU measures `vibration`, which is exactly what fools BNO086 high-perf fusion IMU (vibration and mechanical shock), plus 1 further correction channel(s); they share `acceleration` but the transduction mechanism is unreadable on at least one side, so it is scored as redundancy, not as a differential pair; their time constants differ by 2.5 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (vibration and mechanical shock), so agreement between them is NOT independent confirmation. The correction is only as good as the co-location — ICM-42688-P low-noise IMU must sit in the same air/on the same surface as BNO086 high-perf fusion IMU or it is correcting a different place."
506,2,S127|S137,Leaf wetness sensor|Turbidity sensor,27,0.40867,99.379,0.0,,,,,,S127>S137:water-immersion@1|S127>S137:wind-rain@1,prose,0,0.85,2.778,separated,high,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S127+S137,,,"Leaf wetness sensor + Turbidity sensor: Leaf wetness sensor measures `surface-wetness`, which is exactly what fools Turbidity sensor (water immersion, splash and wetting), plus 1 further correction channel(s); their time constants differ by 2.8 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (dust, dirt, fouling and soiling, sunlight and ambient infrared), so agreement between them is NOT independent confirmation. The correction is only as good as the co-location — Leaf wetness sensor must sit in the same air/on the same surface as Turbidity sensor or it is correcting a different place."
507,2,S264|S305,Vibrating-fork level switch|IIS3DWB wideband vibration sensor,135.0,0.40867,99.379,0.0,,,,,incidental,S305>S264:orientation-tilt@1|S305>S264:vibration-shock@1,prose,0,0.85,1.523,separated,high,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B014,S264+S305,,,"Vibrating-fork level switch + IIS3DWB wideband vibration sensor: IIS3DWB wideband vibration sensor measures `acceleration`, which is exactly what fools Vibrating-fork level switch (mounting orientation and tilt), plus 1 further correction channel(s); they both list `vibration`, but it is incidental for Vibrating-fork level switch — a register, not the thing the part is for — so it earns no shared-measurand credit; their time constants differ by 1.5 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — IIS3DWB wideband vibration sensor must sit in the same air/on the same surface as Vibrating-fork level switch or it is correcting a different place.
